path,resolution,series,sys_id,img_id,format,date
4000/disassembly_01_311.png,4000,disassembly,01,311,png,2021-12-23
800/disassembly_01_311.png,800,disassembly,01,311,png,2021-12-23
4000/disassembly_01_312.png,4000,disassembly,01,312,png,2021-12-23
800/disassembly_01_312.png,800,disassembly,01,312,png,2021-12-23
4000/disassembly_01_320.png,4000,disassembly,01,320,png,2021-12-23
800/disassembly_01_320.png,800,disassembly,01,320,png,2021-12-23
4000/disassembly_01_346.png,4000,disassembly,01,346,png,2021-12-23
800/disassembly_01_346.png,800,disassembly,01,346,png,2021-12-23
4000/disassembly_01_349.png,4000,disassembly,01,349,png,2021-12-23
800/disassembly_01_349.png,800,disassembly,01,349,png,2021-12-23
4000/disassembly_01_353.png,4000,disassembly,01,353,png,2021-12-23
800/disassembly_01_353.png,800,disassembly,01,353,png,2021-12-23
4000/disassembly_01_426.png,4000,disassembly,01,426,png,2021-12-23
800/disassembly_01_426.png,800,disassembly,01,426,png,2021-12-23
4000/disassembly_01_435.png,4000,disassembly,01,435,png,2021-12-23
800/disassembly_01_435.png,800,disassembly,01,435,png,2021-12-23
4000/disassembly_01_484.png,4000,disassembly,01,484,png,2021-12-23
800/disassembly_01_484.png,800,disassembly,01,484,png,2021-12-23
4000/disassembly_01_498.png,4000,disassembly,01,498,png,2021-12-23
800/disassembly_01_498.png,800,disassembly,01,498,png,2021-12-23
